std_ID,code_cs_ID,nbre_jetons_niveau1_acquis,nbre_jetons_niveau2_acquis,niveau_atteint_Cs,ratio_jeton_niv_de_0_à_1,ratio_jeton_niv_de_1_à_2,niv_max_possible
9,2,0,4,2,100,100,2
10,2,0,4,2,100,100,2
11,2,0,4,2,100,100,2
12,2,0,4,2,100,100,2
13,2,0,4,2,100,100,2
14,2,0,4,2,100,100,2
15,2,0,4,2,100,100,2
16,2,0,4,2,100,100,2
17,2,0,4,2,100,100,2
18,2,0,4,2,100,100,2
19,2,0,0,0,0,0,2
20,2,0,4,2,100,100,2
21,2,0,4,2,100,100,2
22,2,0,4,2,100,100,2
23,2,0,4,2,100,100,2
24,2,0,4,2,100,100,2
25,2,0,4,2,100,100,2
26,2,0,4,2,100,100,2
27,2,0,4,2,100,100,2
28,2,0,4,2,100,100,2
29,2,0,4,2,100,100,2
30,2,0,4,2,100,100,2
31,2,0,4,2,100,100,2
32,2,0,4,2,100,100,2
33,2,0,4,2,100,100,2
34,2,0,4,2,100,100,2
35,2,0,4,2,100,100,2
36,2,0,4,2,100,100,2
37,2,0,4,2,100,100,2
38,2,0,4,2,100,100,2
39,2,0,4,2,100,100,2
40,2,0,4,2,100,100,2
41,2,0,4,2,100,100,2
43,2,0,4,2,100,100,2
44,2,0,4,2,100,100,2
45,2,0,4,2,100,100,2
46,2,0,4,2,100,100,2
47,2,0,4,2,100,100,2
48,2,0,4,2,100,100,2
49,2,0,4,2,100,100,2
50,2,0,4,2,100,100,2
51,2,0,4,2,100,100,2
52,2,0,4,2,100,100,2
53,2,0,4,2,100,100,2
54,2,0,4,2,100,100,2
55,2,0,4,2,100,100,2
56,2,0,4,2,100,100,2
57,2,0,4,2,100,100,2
58,2,0,0,0,0,0,2
59,2,0,4,2,100,100,2
60,2,0,4,2,100,100,2
61,2,0,4,2,100,100,2
62,2,0,4,2,100,100,2
63,2,0,4,2,100,100,2
64,2,0,4,2,100,100,2
65,2,0,4,2,100,100,2
66,2,0,4,2,100,100,2
67,2,0,4,2,100,100,2
68,2,0,4,2,100,100,2
69,2,0,4,2,100,100,2
70,2,0,4,2,100,100,2
72,2,0,4,2,100,100,2
73,2,0,4,2,100,100,2
74,2,0,4,2,100,100,2
75,2,0,4,2,100,100,2
76,2,0,4,2,100,100,2
77,2,0,4,2,100,100,2
78,2,0,4,2,100,100,2
79,2,0,4,2,100,100,2
80,2,0,4,2,100,100,2
81,2,0,4,2,100,100,2
82,2,0,4,2,100,100,2
83,2,0,4,2,100,100,2
84,2,0,4,2,100,100,2
85,2,0,4,2,100,100,2
86,2,0,4,2,100,100,2
87,2,0,4,2,100,100,2
88,2,0,4,2,100,100,2
89,2,0,4,2,100,100,2
90,2,0,4,2,100,100,2
91,2,0,4,2,100,100,2
92,2,0,4,2,100,100,2
93,2,0,4,2,100,100,2
94,2,0,4,2,100,100,2
95,2,0,4,2,100,100,2
97,2,0,4,2,100,100,2
100,2,0,4,2,100,100,2
102,2,0,4,2,100,100,2
104,2,0,4,2,100,100,2
105,2,0,4,2,100,100,2
106,2,0,4,2,100,100,2
108,2,0,4,2,100,100,2
109,2,0,4,2,100,100,2
110,2,0,4,2,100,100,2
111,2,0,4,2,100,100,2
113,2,0,4,2,100,100,2
115,2,0,0,0,0,0,2
116,2,0,4,2,100,100,2
117,2,0,4,2,100,100,2
118,2,0,4,2,100,100,2
122,2,0,4,2,100,100,2
123,2,0,4,2,100,100,2
124,2,0,0,0,0,0,2
125,2,0,4,2,100,100,2
126,2,0,4,2,100,100,2
127,2,0,4,2,100,100,2
128,2,0,4,2,100,100,2
130,2,0,4,2,100,100,2
131,2,0,4,2,100,100,2
132,2,0,4,2,100,100,2
133,2,0,4,2,100,100,2
134,2,0,4,2,100,100,2
135,2,0,4,2,100,100,2
136,2,0,4,2,100,100,2
137,2,0,4,2,100,100,2
138,2,0,4,2,100,100,2
139,2,0,4,2,100,100,2
140,2,0,4,2,100,100,2
141,2,0,4,2,100,100,2
142,2,0,4,2,100,100,2
143,2,0,4,2,100,100,2
144,2,0,4,2,100,100,2
145,2,0,4,2,100,100,2
146,2,0,4,2,100,100,2
147,2,0,4,2,100,100,2
148,2,0,4,2,100,100,2
150,2,0,4,2,100,100,2
151,2,0,4,2,100,100,2
152,2,0,4,2,100,100,2
153,2,0,4,2,100,100,2
155,2,0,4,2,100,100,2
156,2,0,0,0,0,0,2
157,2,0,4,2,100,100,2
158,2,0,4,2,100,100,2
159,2,0,4,2,100,100,2
160,2,0,4,2,100,100,2
161,2,0,4,2,100,100,2
162,2,0,4,2,100,100,2
163,2,0,4,2,100,100,2
164,2,0,4,2,100,100,2
167,2,0,4,2,100,100,2
169,2,0,4,2,100,100,2
171,2,0,4,2,100,100,2
172,2,0,4,2,100,100,2
173,2,0,4,2,100,100,2
175,2,0,4,2,100,100,2
177,2,0,4,2,100,100,2
178,2,0,0,0,0,0,2
179,2,0,4,2,100,100,2
180,2,0,4,2,100,100,2
181,2,0,4,2,100,100,2
182,2,0,0,0,0,0,2
183,2,0,4,2,100,100,2
184,2,0,4,2,100,100,2
185,2,0,4,2,100,100,2
186,2,0,4,2,100,100,2
187,2,0,4,2,100,100,2
188,2,0,4,2,100,100,2
189,2,0,4,2,100,100,2
190,2,0,4,2,100,100,2
191,2,0,4,2,100,100,2
192,2,0,4,2,100,100,2
193,2,0,4,2,100,100,2
194,2,0,4,2,100,100,2
0,3,4,0,1,100,0,1
3,3,0,0,0,0,0,1
31,3,4,0,1,100,0,1
44,3,4,0,1,100,0,1
54,3,4,0,1,100,0,2
58,3,0,0,0,0,0,2
68,3,0,0,0,0,0,2
100,3,0,0,0,0,0,2
109,3,0,0,0,0,0,2
119,3,4,0,1,100,0,1
129,3,4,0,1,100,0,1
156,3,0,0,0,0,0,2
169,3,4,4,2,100,100,2
172,3,4,0,1,100,0,1
185,3,4,0,1,100,0,1
188,3,0,0,0,0,0,2
189,3,4,0,1,100,0,2
190,3,4,0,1,100,0,2
191,3,4,0,1,100,0,1
1,3,0,0,0,0,0,2
2,3,0,0,0,0,0,2
4,3,0,0,0,0,0,2
8,3,0,0,0,0,0,2
15,3,0,0,0,0,0,2
16,3,0,0,0,0,0,2
19,3,0,0,0,0,0,2
29,3,0,0,0,0,0,2
30,3,0,0,0,0,0,2
36,3,0,0,0,0,0,2
37,3,0,0,0,0,0,2
46,3,0,0,0,0,0,2
47,3,0,0,0,0,0,2
48,3,0,0,0,0,0,2
51,3,0,0,0,0,0,2
57,3,0,0,0,0,0,2
66,3,0,0,0,0,0,2
71,3,0,0,0,0,0,2
74,3,0,0,0,0,0,2
82,3,0,0,0,0,0,2
88,3,0,0,0,0,0,2
91,3,0,0,0,0,0,2
95,3,0,0,0,0,0,2
97,3,0,0,0,0,0,2
101,3,0,0,0,0,0,2
104,3,0,0,0,0,0,2
106,3,0,4,2,100,100,2
107,3,0,0,0,0,0,2
108,3,0,0,0,0,0,2
110,3,0,0,0,0,0,2
111,3,0,0,0,0,0,2
120,3,0,0,0,0,0,2
121,3,0,0,0,0,0,2
122,3,0,0,0,0,0,2
123,3,0,0,0,0,0,2
124,3,0,0,0,0,0,2
125,3,0,0,0,0,0,2
127,3,0,0,0,0,0,2
128,3,0,0,0,0,0,2
131,3,0,4,2,100,100,2
134,3,0,0,0,0,0,2
138,3,0,0,0,0,0,2
139,3,0,0,0,0,0,2
140,3,0,0,0,0,0,2
141,3,0,4,2,100,100,2
142,3,0,0,0,0,0,2
146,3,0,0,0,0,0,2
149,3,0,0,0,0,0,2
150,3,0,0,0,0,0,2
152,3,0,0,0,0,0,2
155,3,0,0,0,0,0,2
157,3,0,0,0,0,0,2
159,3,0,4,2,100,100,2
162,3,0,0,0,0,0,2
163,3,0,0,0,0,0,2
164,3,0,0,0,0,0,2
166,3,0,0,0,0,0,2
167,3,0,0,0,0,0,2
168,3,0,0,0,0,0,2
170,3,0,0,0,0,0,2
171,3,0,0,0,0,0,2
173,3,0,0,0,0,0,2
175,3,0,0,0,0,0,2
178,3,0,0,0,0,0,2
182,3,0,0,0,0,0,2
187,3,0,0,0,0,0,2
193,3,0,0,0,0,0,2
47,4,0,0,0,0,0,1
103,4,4,0,1,100,0,1
107,4,4,0,1,100,0,1
112,4,4,0,1,100,0,1
119,4,4,0,1,100,0,1
120,4,4,0,1,100,0,1
168,4,4,0,1,100,0,1
175,4,4,0,1,100,0,1
176,4,4,0,1,100,0,1
46,4,0,4,2,100,100,2
62,4,0,4,2,100,100,2
64,4,0,4,2,100,100,2
70,4,0,4,2,100,100,2
78,4,0,4,2,100,100,2
145,4,0,4,2,100,100,2
154,4,0,4,2,100,100,2
164,4,0,4,2,100,100,2
172,4,0,4,2,100,100,2
15,5,0,0,0,0,0,1
19,5,0,0,0,0,0,1
26,5,4,0,1,100,0,1
39,5,4,0,1,100,0,1
42,5,4,0,1,100,0,1
47,5,0,0,0,0,0,1
61,5,4,0,1,100,0,1
96,5,4,0,1,100,0,1
97,5,4,4,2,100,100,2
98,5,4,0,1,100,0,1
101,5,4,0,1,100,0,1
102,5,4,0,1,100,0,1
103,5,4,4,2,100,100,2
107,5,4,0,1,100,0,1
112,5,4,0,1,100,0,1
119,5,4,0,1,100,0,1
120,5,4,0,1,100,0,1
121,5,4,0,1,100,0,1
127,5,4,0,1,100,0,1
130,5,4,0,1,100,0,1
134,5,0,0,0,0,0,1
137,5,4,0,1,100,0,1
139,5,4,0,1,100,0,1
142,5,4,0,1,100,0,1
148,5,0,4,2,100,100,2
151,5,4,0,1,100,0,1
152,5,4,4,2,100,100,2
165,5,4,0,1,100,0,1
166,5,4,0,1,100,0,1
168,5,4,0,1,100,0,1
170,5,4,4,2,100,100,2
176,5,4,0,1,100,0,1
193,5,4,0,1,100,0,1
3,5,0,0,0,0,0,2
4,5,0,0,0,0,0,2
7,5,0,4,2,100,100,2
20,5,0,4,2,100,100,2
27,5,0,4,2,100,100,2
28,5,0,0,0,0,0,2
40,5,0,4,2,100,100,2
41,5,0,4,2,100,100,2
43,5,0,4,2,100,100,2
46,5,0,4,2,100,100,2
70,5,0,4,2,100,100,2
106,5,0,4,2,100,100,2
110,5,0,4,2,100,100,2
117,5,0,4,2,100,100,2
118,5,0,4,2,100,100,2
122,5,0,0,0,0,0,2
129,5,0,4,2,100,100,2
131,5,0,0,0,0,0,2
132,5,0,4,2,100,100,2
140,5,0,4,2,100,100,2
147,5,0,4,2,100,100,2
173,5,0,4,2,100,100,2
178,5,0,0,0,0,0,2
181,5,0,4,2,100,100,2
0,6,0,4,2,100,100,2
19,6,0,0,0,0,0,2
29,6,0,4,2,100,100,2
87,6,0,4,2,100,100,2
103,6,0,4,2,100,100,2
107,6,0,4,2,100,100,2
113,6,0,4,2,100,100,2
119,6,0,4,2,100,100,2
130,6,0,4,2,100,100,2
177,6,0,4,2,100,100,2
185,6,0,4,2,100,100,2
0,7,12,16,2,100,100,2
1,7,12,14,1,100,88,2
2,7,8,16,2,100,100,2
3,7,9,16,2,100,100,2
4,7,12,13,1,100,81,2
5,7,8,13,1,100,81,2
6,7,12,8,1,100,50,2
7,7,9,9,1,100,56,2
8,7,8,16,2,100,100,2
9,7,12,16,2,100,100,2
10,7,12,16,2,100,100,2
11,7,12,13,1,100,81,2
12,7,9,16,2,100,100,2
13,7,8,13,1,100,81,2
14,7,12,16,2,100,100,2
15,7,9,4,1,100,25,2
16,7,5,13,1,100,81,2
17,7,8,8,1,100,50,2
18,7,8,13,1,100,81,2
19,7,12,12,1,100,75,2
20,7,12,16,2,100,100,2
21,7,8,16,2,100,100,2
22,7,9,8,1,100,50,2
23,7,12,13,1,100,81,2
24,7,12,8,1,100,50,2
25,7,9,12,1,100,75,2
26,7,12,16,2,100,100,2
27,7,5,12,1,100,75,2
28,7,12,16,2,100,100,2
29,7,12,16,2,100,100,2
30,7,9,13,1,100,81,2
31,7,9,14,1,100,88,2
32,7,12,13,1,100,81,2
33,7,8,12,1,100,75,2
34,7,9,12,1,100,75,2
35,7,12,16,2,100,100,2
36,7,9,8,1,100,50,2
37,7,12,12,1,100,75,2
38,7,12,16,2,100,100,2
39,7,4,8,1,100,50,2
40,7,9,14,1,100,88,2
41,7,0,12,1,100,75,2
42,7,12,12,1,100,75,2
43,7,12,14,1,100,88,2
44,7,12,16,2,100,100,2
45,7,12,16,2,100,100,2
46,7,9,4,1,100,25,2
47,7,12,14,1,100,88,2
48,7,8,16,2,100,100,2
49,7,8,16,2,100,100,2
50,7,8,16,2,100,100,2
51,7,9,8,1,100,50,2
52,7,12,12,1,100,75,2
53,7,9,12,1,100,75,2
54,7,12,12,1,100,75,2
55,7,12,16,2,100,100,2
56,7,12,13,1,100,81,2
57,7,12,16,2,100,100,2
58,7,9,13,1,100,81,2
59,7,12,12,1,100,75,2
60,7,12,16,2,100,100,2
61,7,9,16,2,100,100,2
62,7,12,16,2,100,100,2
63,7,12,16,2,100,100,2
64,7,9,9,1,100,56,2
65,7,5,14,1,100,88,2
66,7,12,16,2,100,100,2
67,7,9,16,2,100,100,2
68,7,9,16,2,100,100,2
69,7,0,14,1,100,88,2
70,7,12,16,2,100,100,2
71,7,12,13,1,100,81,2
72,7,8,8,1,100,50,2
73,7,12,12,1,100,75,2
74,7,12,16,2,100,100,2
75,7,8,16,2,100,100,2
76,7,9,12,1,100,75,2
77,7,12,12,1,100,75,2
78,7,8,13,1,100,81,2
79,7,12,16,2,100,100,2
80,7,12,16,2,100,100,2
81,7,8,16,2,100,100,2
82,7,8,13,1,100,81,2
83,7,12,8,1,100,50,2
84,7,12,9,1,100,56,2
85,7,12,16,2,100,100,2
86,7,9,16,2,100,100,2
87,7,12,14,1,100,88,2
88,7,9,13,1,100,81,2
89,7,5,8,1,100,50,2
90,7,9,13,1,100,81,2
