std_ID,code_cs_ID,nbre_jetons_niveau1_acquis,nbre_jetons_niveau2_acquis,niveau_atteint_Cs,ratio_jeton_niv_de_0_à_1,ratio_jeton_niv_de_1_à_2,niv_max_possible
91,7,9,4,1,100,25,2
92,7,8,13,1,100,81,2
93,7,12,10,1,100,62,2
94,7,12,16,2,100,100,2
95,7,8,12,1,100,75,2
96,7,10,13,1,100,81,2
97,7,12,16,2,100,100,2
98,7,12,12,1,100,75,2
99,7,9,12,1,100,75,2
100,7,4,8,1,100,50,2
101,7,8,8,1,100,50,2
102,7,12,8,1,100,50,2
103,7,12,16,2,100,100,2
104,7,4,4,0,33,0,2
105,7,12,16,2,100,100,2
106,7,9,12,1,100,75,2
107,7,5,4,0,42,0,2
108,7,12,16,2,100,100,2
109,7,12,12,1,100,75,2
110,7,12,16,2,100,100,2
111,7,5,8,1,100,50,2
112,7,12,13,1,100,81,2
113,7,12,16,2,100,100,2
114,7,9,13,1,100,81,2
115,7,9,14,1,100,88,2
116,7,12,14,1,100,88,2
117,7,12,13,1,100,81,2
118,7,12,9,1,100,56,2
119,7,12,16,2,100,100,2
120,7,12,16,2,100,100,2
121,7,12,8,1,100,50,2
122,7,12,16,2,100,100,2
123,7,8,12,1,100,75,2
124,7,9,16,2,100,100,2
125,7,12,16,2,100,100,2
126,7,12,16,2,100,100,2
127,7,8,12,1,100,75,2
128,7,12,8,1,100,50,2
129,7,9,16,2,100,100,2
130,7,12,13,1,100,81,2
131,7,12,16,2,100,100,2
132,7,12,13,1,100,81,2
133,7,12,9,1,100,56,2
134,7,12,12,1,100,75,2
135,7,12,16,2,100,100,2
136,7,12,12,1,100,75,2
137,7,9,8,1,100,50,2
138,7,5,12,1,100,75,2
139,7,12,16,2,100,100,2
140,7,12,16,2,100,100,2
141,7,12,16,2,100,100,2
142,7,9,8,1,100,50,2
143,7,12,16,2,100,100,2
144,7,12,13,1,100,81,2
145,7,12,16,2,100,100,2
146,7,12,16,2,100,100,2
147,7,10,16,2,100,100,2
148,7,12,14,1,100,88,2
149,7,12,16,2,100,100,2
150,7,8,16,2,100,100,2
151,7,12,16,2,100,100,2
152,7,12,16,2,100,100,2
153,7,8,16,2,100,100,2
154,7,12,16,2,100,100,2
155,7,12,12,1,100,75,2
156,7,8,0,0,67,0,2
157,7,12,13,1,100,81,2
158,7,12,4,1,100,25,2
159,7,12,16,2,100,100,2
160,7,9,16,2,100,100,2
161,7,9,16,2,100,100,2
162,7,12,16,2,100,100,2
163,7,12,16,2,100,100,2
164,7,8,16,2,100,100,2
165,7,5,12,1,100,75,2
166,7,12,16,2,100,100,2
167,7,4,4,0,33,0,2
168,7,12,12,1,100,75,2
169,7,0,16,2,100,100,2
170,7,12,16,2,100,100,2
171,7,12,16,2,100,100,2
172,7,12,15,1,100,94,2
173,7,12,16,2,100,100,2
174,7,9,16,2,100,100,2
175,7,12,16,2,100,100,2
176,7,9,13,1,100,81,2
177,7,12,16,2,100,100,2
178,7,5,12,1,100,75,2
179,7,5,13,1,100,81,2
180,7,10,12,1,100,75,2
181,7,12,16,2,100,100,2
182,7,12,0,1,100,0,2
183,7,9,16,2,100,100,2
184,7,9,12,1,100,75,2
185,7,12,16,2,100,100,2
186,7,12,16,2,100,100,2
187,7,5,16,2,100,100,2
188,7,5,9,1,100,56,2
189,7,12,12,1,100,75,2
190,7,12,13,1,100,81,2
191,7,12,13,1,100,81,2
192,7,12,14,1,100,88,2
193,7,10,8,1,100,50,2
194,7,4,13,1,100,81,2
0,8,12,4,2,100,100,2
1,8,9,4,2,100,100,2
2,8,4,4,2,100,100,2
3,8,9,4,2,100,100,2
4,8,9,0,0,75,0,2
5,8,8,0,0,67,0,2
6,8,12,4,2,100,100,2
7,8,12,4,2,100,100,2
8,8,5,4,2,100,100,2
9,8,10,4,2,100,100,2
10,8,12,0,1,100,0,2
11,8,12,4,2,100,100,2
12,8,8,4,2,100,100,2
13,8,8,4,2,100,100,2
14,8,12,4,2,100,100,2
15,8,8,4,2,100,100,2
16,8,12,4,2,100,100,2
17,8,4,0,0,33,0,2
18,8,8,4,2,100,100,2
19,8,9,4,2,100,100,2
20,8,8,4,2,100,100,2
21,8,4,4,2,100,100,2
22,8,5,4,2,100,100,2
23,8,12,4,2,100,100,2
24,8,8,4,2,100,100,2
25,8,8,4,2,100,100,2
26,8,8,4,2,100,100,2
27,8,9,4,2,100,100,2
28,8,12,4,2,100,100,2
29,8,12,4,2,100,100,2
30,8,8,4,2,100,100,2
31,8,12,4,2,100,100,2
32,8,9,4,2,100,100,2
33,8,4,4,2,100,100,2
34,8,4,4,2,100,100,2
35,8,12,4,2,100,100,2
36,8,0,4,2,100,100,2
37,8,4,4,2,100,100,2
38,8,10,4,2,100,100,2
39,8,4,4,2,100,100,2
40,8,4,4,2,100,100,2
41,8,4,4,2,100,100,2
42,8,12,4,2,100,100,2
43,8,9,4,2,100,100,2
44,8,8,4,2,100,100,2
45,8,12,4,2,100,100,2
46,8,4,4,2,100,100,2
47,8,9,4,2,100,100,2
48,8,8,4,2,100,100,2
49,8,8,4,2,100,100,2
50,8,4,4,2,100,100,2
51,8,4,0,0,33,0,2
52,8,9,4,2,100,100,2
53,8,4,4,2,100,100,2
54,8,8,4,2,100,100,2
55,8,12,4,2,100,100,2
56,8,12,4,2,100,100,2
57,8,12,4,2,100,100,2
58,8,8,4,2,100,100,2
59,8,12,4,2,100,100,2
60,8,12,4,2,100,100,2
61,8,4,4,2,100,100,2
62,8,8,4,2,100,100,2
63,8,12,4,2,100,100,2
64,8,4,4,2,100,100,2
65,8,8,4,2,100,100,2
66,8,12,4,2,100,100,2
67,8,8,4,2,100,100,2
68,8,12,4,2,100,100,2
69,8,4,4,2,100,100,2
70,8,12,4,2,100,100,2
71,8,9,0,0,75,0,2
72,8,8,4,2,100,100,2
73,8,12,4,2,100,100,2
74,8,10,4,2,100,100,2
75,8,4,4,2,100,100,2
76,8,4,4,2,100,100,2
77,8,9,4,2,100,100,2
78,8,9,4,2,100,100,2
79,8,9,4,2,100,100,2
80,8,12,4,2,100,100,2
81,8,5,4,2,100,100,2
82,8,9,4,2,100,100,2
83,8,12,0,1,100,0,2
84,8,8,4,2,100,100,2
85,8,8,4,2,100,100,2
86,8,8,4,2,100,100,2
87,8,9,4,2,100,100,2
88,8,9,4,2,100,100,2
89,8,9,4,2,100,100,2
90,8,4,4,2,100,100,2
91,8,8,4,2,100,100,2
92,8,8,4,2,100,100,2
93,8,12,4,2,100,100,2
94,8,12,4,2,100,100,2
95,8,4,4,2,100,100,2
96,8,4,4,2,100,100,2
97,8,12,4,2,100,100,2
98,8,12,4,2,100,100,2
99,8,4,4,2,100,100,2
100,8,4,0,0,33,0,2
101,8,5,4,2,100,100,2
102,8,12,4,2,100,100,2
103,8,9,4,2,100,100,2
104,8,8,4,2,100,100,2
105,8,9,4,2,100,100,2
106,8,8,4,2,100,100,2
107,8,8,0,0,67,0,2
108,8,12,4,2,100,100,2
109,8,12,4,2,100,100,2
110,8,12,4,2,100,100,2
111,8,4,4,2,100,100,2
112,8,12,4,2,100,100,2
113,8,9,4,2,100,100,2
114,8,8,4,2,100,100,2
115,8,4,4,2,100,100,2
116,8,12,4,2,100,100,2
117,8,9,4,2,100,100,2
118,8,12,4,2,100,100,2
119,8,12,4,2,100,100,2
120,8,12,4,2,100,100,2
121,8,12,4,2,100,100,2
122,8,9,4,2,100,100,2
123,8,9,0,0,75,0,2
124,8,9,4,2,100,100,2
125,8,9,4,2,100,100,2
126,8,12,4,2,100,100,2
127,8,4,4,2,100,100,2
128,8,8,4,2,100,100,2
129,8,9,4,2,100,100,2
130,8,12,4,2,100,100,2
131,8,9,4,2,100,100,2
132,8,12,4,2,100,100,2
133,8,8,4,2,100,100,2
134,8,9,4,2,100,100,2
135,8,9,4,2,100,100,2
136,8,9,4,2,100,100,2
137,8,4,4,2,100,100,2
138,8,8,0,0,67,0,2
139,8,12,4,2,100,100,2
140,8,9,4,2,100,100,2
141,8,12,4,2,100,100,2
142,8,9,4,2,100,100,2
143,8,12,4,2,100,100,2
144,8,12,4,2,100,100,2
145,8,8,4,2,100,100,2
146,8,8,4,2,100,100,2
147,8,4,4,2,100,100,2
148,8,8,0,0,67,0,2
149,8,12,4,2,100,100,2
150,8,4,4,2,100,100,2
151,8,9,4,2,100,100,2
152,8,12,4,2,100,100,2
153,8,8,4,2,100,100,2
154,8,12,4,2,100,100,2
155,8,8,4,2,100,100,2
156,8,0,0,0,0,0,2
157,8,12,4,2,100,100,2
158,8,12,4,2,100,100,2
159,8,9,4,2,100,100,2
160,8,9,0,0,75,0,2
161,8,9,4,2,100,100,2
162,8,8,4,2,100,100,2
163,8,9,4,2,100,100,2
164,8,8,0,0,67,0,2
165,8,8,4,2,100,100,2
166,8,9,4,2,100,100,2
167,8,8,4,2,100,100,2
168,8,8,4,2,100,100,2
169,8,0,4,2,100,100,2
170,8,12,4,2,100,100,2
171,8,8,4,2,100,100,2
172,8,12,4,2,100,100,2
173,8,12,4,2,100,100,2
174,8,4,4,2,100,100,2
175,8,12,4,2,100,100,2
176,8,9,4,2,100,100,2
177,8,8,4,2,100,100,2
178,8,4,4,2,100,100,2
179,8,4,4,2,100,100,2
180,8,9,4,2,100,100,2
181,8,12,4,2,100,100,2
182,8,8,0,0,67,0,2
183,8,4,4,2,100,100,2
184,8,4,0,0,33,0,2
185,8,8,4,2,100,100,2
186,8,8,4,2,100,100,2
187,8,8,4,2,100,100,2
188,8,8,4,2,100,100,2
189,8,12,4,2,100,100,2
190,8,12,0,1,100,0,2
191,8,12,4,2,100,100,2
192,8,12,4,2,100,100,2
193,8,5,4,2,100,100,2
194,8,4,4,2,100,100,2
0,9,0,12,2,100,100,2
1,9,4,12,2,100,100,2
2,9,0,12,2,100,100,2
3,9,0,12,2,100,100,2
4,9,4,10,1,100,83,2
5,9,0,12,2,100,100,2
6,9,0,12,2,100,100,2
7,9,4,12,2,100,100,2
8,9,0,12,2,100,100,2
9,9,4,12,2,100,100,2
10,9,4,9,1,100,75,2
11,9,4,12,2,100,100,2
12,9,0,12,2,100,100,2
13,9,0,12,2,100,100,2
14,9,4,12,2,100,100,2
15,9,4,12,2,100,100,2
16,9,4,12,2,100,100,2
17,9,0,8,1,100,67,2
18,9,0,12,2,100,100,2
19,9,4,12,2,100,100,2
20,9,4,12,2,100,100,2
21,9,0,12,2,100,100,2
22,9,0,12,2,100,100,2
23,9,4,12,2,100,100,2
24,9,4,12,2,100,100,2
25,9,0,12,2,100,100,2
26,9,4,12,2,100,100,2
27,9,0,12,2,100,100,2
28,9,4,12,2,100,100,2
29,9,4,12,2,100,100,2
30,9,4,12,2,100,100,2
31,9,4,12,2,100,100,2
32,9,4,12,2,100,100,2
33,9,0,12,2,100,100,2
34,9,0,12,2,100,100,2
35,9,4,12,2,100,100,2
36,9,0,12,2,100,100,2
37,9,0,12,2,100,100,2
38,9,4,12,2,100,100,2
39,9,0,12,2,100,100,2
40,9,0,12,2,100,100,2
41,9,0,12,2,100,100,2
42,9,4,12,2,100,100,2
43,9,4,12,2,100,100,2
44,9,4,12,2,100,100,2
45,9,4,12,2,100,100,2
46,9,0,12,2,100,100,2
47,9,4,12,2,100,100,2
48,9,4,12,2,100,100,2
49,9,4,12,2,100,100,2
50,9,0,12,2,100,100,2
51,9,0,8,1,100,67,2
52,9,4,12,2,100,100,2
53,9,0,12,2,100,100,2
54,9,4,12,2,100,100,2
55,9,4,12,2,100,100,2
56,9,4,12,2,100,100,2
57,9,4,12,2,100,100,2
58,9,0,12,2,100,100,2
59,9,4,12,2,100,100,2
60,9,4,12,2,100,100,2
61,9,0,12,2,100,100,2
62,9,4,12,2,100,100,2
63,9,4,12,2,100,100,2
64,9,0,12,2,100,100,2
65,9,0,12,2,100,100,2
66,9,4,12,2,100,100,2
67,9,4,12,2,100,100,2
68,9,4,12,2,100,100,2
69,9,0,12,2,100,100,2
70,9,4,12,2,100,100,2
71,9,4,12,2,100,100,2
72,9,0,12,2,100,100,2
73,9,4,12,2,100,100,2
74,9,4,12,2,100,100,2
75,9,0,12,2,100,100,2
76,9,0,12,2,100,100,2
77,9,4,12,2,100,100,2
78,9,4,12,2,100,100,2
79,9,4,12,2,100,100,2
80,9,4,12,2,100,100,2
81,9,4,12,2,100,100,2
82,9,0,12,2,100,100,2
83,9,4,12,2,100,100,2
84,9,0,12,2,100,100,2
85,9,4,12,2,100,100,2
86,9,4,12,2,100,100,2
87,9,4,12,2,100,100,2
88,9,4,12,2,100,100,2
89,9,0,12,2,100,100,2
90,9,0,12,2,100,100,2
91,9,4,12,2,100,100,2
92,9,4,12,2,100,100,2
93,9,4,12,2,100,100,2
94,9,4,12,2,100,100,2
95,9,0,12,2,100,100,2
96,9,0,12,2,100,100,2
97,9,4,12,2,100,100,2
98,9,4,12,2,100,100,2
99,9,0,12,2,100,100,2
100,9,0,12,2,100,100,2
101,9,0,8,1,100,67,2
102,9,4,12,2,100,100,2
103,9,0,12,2,100,100,2
104,9,0,12,2,100,100,2
105,9,4,12,2,100,100,2
106,9,4,12,2,100,100,2
107,9,4,12,2,100,100,2
108,9,4,12,2,100,100,2
109,9,4,12,2,100,100,2
110,9,4,12,2,100,100,2
111,9,0,12,2,100,100,2
112,9,4,12,2,100,100,2
113,9,4,12,2,100,100,2
114,9,0,8,1,100,67,2
115,9,0,12,2,100,100,2
116,9,4,12,2,100,100,2
117,9,4,12,2,100,100,2
118,9,4,12,2,100,100,2
119,9,4,12,2,100,100,2
120,9,4,12,2,100,100,2
121,9,4,12,2,100,100,2
122,9,4,12,2,100,100,2
123,9,4,8,1,100,67,2
124,9,0,12,2,100,100,2
125,9,4,12,2,100,100,2
126,9,4,12,2,100,100,2
127,9,0,12,2,100,100,2
128,9,4,12,2,100,100,2
129,9,0,12,2,100,100,2
130,9,4,12,2,100,100,2
131,9,4,12,2,100,100,2
132,9,4,12,2,100,100,2
133,9,4,12,2,100,100,2
134,9,4,12,2,100,100,2
135,9,4,12,2,100,100,2
136,9,4,12,2,100,100,2
137,9,0,12,2,100,100,2
138,9,0,12,2,100,100,2
139,9,4,12,2,100,100,2
140,9,4,12,2,100,100,2
141,9,4,12,2,100,100,2
142,9,0,12,2,100,100,2
143,9,4,12,2,100,100,2
144,9,4,12,2,100,100,2
145,9,4,12,2,100,100,2
146,9,4,12,2,100,100,2
147,9,0,12,2,100,100,2
148,9,4,12,2,100,100,2
149,9,4,12,2,100,100,2
150,9,0,12,2,100,100,2
151,9,4,12,2,100,100,2
152,9,4,12,2,100,100,2
153,9,0,12,2,100,100,2
154,9,4,12,2,100,100,2
155,9,4,12,2,100,100,2
156,9,0,0,0,0,0,2
157,9,0,12,2,100,100,2
158,9,4,12,2,100,100,2
159,9,4,12,2,100,100,2
160,9,0,12,2,100,100,2
161,9,4,12,2,100,100,2
162,9,0,12,2,100,100,2
163,9,4,12,2,100,100,2
164,9,0,8,1,100,67,2
165,9,0,12,2,100,100,2
166,9,4,12,2,100,100,2
167,9,4,12,2,100,100,2
168,9,4,12,2,100,100,2
169,9,0,12,2,100,100,2
170,9,4,12,2,100,100,2
171,9,4,12,2,100,100,2
172,9,4,12,2,100,100,2
173,9,4,12,2,100,100,2
174,9,0,12,2,100,100,2
175,9,4,12,2,100,100,2
176,9,0,12,2,100,100,2
177,9,4,12,2,100,100,2
178,9,0,12,2,100,100,2
179,9,0,12,2,100,100,2
180,9,4,12,2,100,100,2
181,9,4,12,2,100,100,2
182,9,4,0,1,100,0,2
183,9,0,12,2,100,100,2
184,9,0,12,2,100,100,2
185,9,4,12,2,100,100,2
186,9,4,12,2,100,100,2
187,9,0,12,2,100,100,2
188,9,0,12,2,100,100,2
189,9,4,12,2,100,100,2
190,9,4,8,1,100,67,2
191,9,4,12,2,100,100,2
192,9,4,12,2,100,100,2
193,9,4,12,2,100,100,2
194,9,4,12,2,100,100,2
195,2,4,0,1,100,0,1
196,2,4,4,2,100,100,2
197,2,4,4,2,100,100,2
198,2,4,0,1,100,0,1
199,2,0,0,0,0,0,2
200,2,4,0,1,100,0,1
201,2,4,0,1,100,0,1
202,2,4,4,2,100,100,2
203,2,4,0,1,100,0,1
204,2,4,0,1,100,0,1
205,2,4,4,2,100,100,2
206,2,4,0,1,100,0,1
207,2,4,0,1,100,0,1
208,2,4,0,1,100,0,1
209,2,4,0,1,100,0,2
210,2,4,0,1,100,0,1
211,2,4,0,1,100,0,1
212,2,4,4,2,100,100,2
213,2,0,0,0,0,0,1
214,2,4,0,1,100,0,1
215,2,0,0,0,0,0,1
216,2,4,0,1,100,0,1
217,2,4,0,1,100,0,1
218,2,4,0,1,100,0,1
219,2,0,0,0,0,0,2
220,2,4,4,2,100,100,2
221,2,4,4,2,100,100,2
222,2,4,0,1,100,0,1
223,2,0,0,0,0,0,1
224,2,4,0,1,100,0,1
225,2,4,0,1,100,0,1
226,2,4,4,2,100,100,2
227,2,0,4,2,100,100,2
228,2,0,4,2,100,100,2
229,2,0,4,2,100,100,2
230,2,0,4,2,100,100,2
231,2,0,4,2,100,100,2
232,2,0,4,2,100,100,2
233,2,0,4,2,100,100,2
234,2,0,4,2,100,100,2
235,2,0,4,2,100,100,2
236,2,0,4,2,100,100,2
237,2,0,4,2,100,100,2
238,2,0,4,2,100,100,2
239,2,0,4,2,100,100,2
240,2,0,4,2,100,100,2
241,2,0,4,2,100,100,2
242,2,0,4,2,100,100,2
243,2,0,4,2,100,100,2
244,2,0,4,2,100,100,2
245,2,0,4,2,100,100,2
246,2,0,4,2,100,100,2
247,2,0,4,2,100,100,2
248,2,0,4,2,100,100,2
249,2,0,4,2,100,100,2
250,2,0,4,2,100,100,2
251,2,0,4,2,100,100,2
228,3,4,0,1,100,0,1
197,3,4,4,2,100,100,2
252,3,4,0,1,100,0,2
253,3,4,0,1,100,0,1
254,3,4,4,2,100,100,2
255,3,4,0,1,100,0,1
214,3,0,4,2,100,100,2
256,3,4,4,2,100,100,2
257,3,4,0,1,100,0,1
258,3,4,0,1,100,0,1
259,3,4,0,1,100,0,1
221,3,4,4,2,100,100,2
222,3,0,0,0,0,0,2
223,3,4,4,2,100,100,2
260,3,4,4,2,100,100,2
249,3,4,4,2,100,100,2
261,3,4,4,2,100,100,2
262,3,4,4,2,100,100,2
251,3,4,0,1,100,0,1
263,3,4,0,1,100,0,1
264,3,0,4,2,100,100,2
195,3,0,4,2,100,100,2
265,3,0,4,2,100,100,2
196,3,0,4,2,100,100,2
266,3,0,0,0,0,0,2
267,3,0,4,2,100,100,2
199,3,0,0,0,0,0,2
268,3,0,0,0,0,0,2
201,3,0,4,2,100,100,2
269,3,0,4,2,100,100,2
205,3,0,4,2,100,100,2
270,3,0,0,0,0,0,2
206,3,0,0,0,0,0,2
271,3,0,4,2,100,100,2
272,3,0,4,2,100,100,2
209,3,0,0,0,0,0,2
273,3,0,4,2,100,100,2
235,3,0,4,2,100,100,2
237,3,0,4,2,100,100,2
274,3,0,4,2,100,100,2
213,3,0,4,2,100,100,2
238,3,0,4,2,100,100,2
275,3,0,4,2,100,100,2
276,3,0,0,0,0,0,2
277,3,0,4,2,100,100,2
241,3,0,4,2,100,100,2
278,3,0,4,2,100,100,2
242,3,0,4,2,100,100,2
243,3,0,4,2,100,100,2
244,3,0,0,0,0,0,2
216,3,0,4,2,100,100,2
245,3,0,4,2,100,100,2
246,3,0,0,0,0,0,2
279,3,0,0,0,0,0,2
219,3,0,4,2,100,100,2
220,3,0,0,0,0,0,2
280,3,0,0,0,0,0,2
281,3,0,0,0,0,0,2
282,3,0,0,0,0,0,2
224,3,0,4,2,100,100,2
226,3,0,0,0,0,0,2
283,3,0,4,2,100,100,2
284,3,0,4,2,100,100,2
285,3,0,4,2,100,100,2
286,4,4,0,1,100,0,1
264,4,4,0,1,100,0,1
287,4,4,0,1,100,0,1
195,4,4,0,1,100,0,1
196,4,4,4,2,100,100,2
229,4,0,0,0,0,0,1
201,4,4,0,1,100,0,1
269,4,4,0,1,100,0,1
288,4,4,0,1,100,0,1
236,4,4,0,1,100,0,1
212,4,4,0,1,100,0,1
289,4,4,0,1,100,0,1
277,4,4,0,1,100,0,1
290,4,4,0,1,100,0,1
244,4,4,4,2,100,100,2
221,4,4,0,1,100,0,1
223,4,0,0,0,0,0,1
225,4,4,0,1,100,0,1
291,4,4,0,1,100,0,1
284,4,4,0,1,100,0,1
292,4,0,4,2,100,100,2
228,4,0,4,2,100,100,2
199,4,0,0,0,0,0,2
230,4,0,4,2,100,100,2
293,4,0,0,0,0,0,2
294,4,0,4,2,100,100,2
202,4,0,4,2,100,100,2
270,4,0,4,2,100,100,2
231,4,0,4,2,100,100,2
206,4,0,0,0,0,0,2
208,4,0,0,0,0,0,2
295,4,0,0,0,0,0,2
209,4,0,0,0,0,0,2
235,4,0,4,2,100,100,2
237,4,0,0,0,0,0,2
296,4,0,4,2,100,100,2
297,4,0,4,2,100,100,2
298,4,0,4,2,100,100,2
275,4,0,0,0,0,0,2
242,4,0,4,2,100,100,2
216,4,0,4,2,100,100,2
246,4,0,4,2,100,100,2
217,4,0,4,2,100,100,2
279,4,0,4,2,100,100,2
219,4,0,0,0,0,0,2
220,4,0,4,2,100,100,2
261,4,0,4,2,100,100,2
264,5,4,4,2,100,100,2
229,5,0,4,2,100,100,2
267,5,4,0,1,100,0,1
299,5,4,0,1,100,0,1
300,5,0,0,0,0,0,1
201,5,4,4,2,100,100,2
202,5,4,4,2,100,100,2
203,5,4,0,1,100,0,1
301,5,4,0,1,100,0,1
302,5,4,0,1,100,0,1
204,5,4,4,2,100,100,2
269,5,4,0,1,100,0,1
205,5,4,4,2,100,100,2
303,5,4,0,1,100,0,1
206,5,4,0,1,100,0,1
271,5,4,0,1,100,0,1
207,5,4,0,1,100,0,1
208,5,4,4,2,100,100,2
252,5,4,0,1,100,0,1
209,5,4,4,2,100,100,2
211,5,4,0,1,100,0,1
253,5,4,0,1,100,0,1
236,5,4,4,2,100,100,2
212,5,4,4,2,100,100,2
298,5,4,0,1,100,0,1
275,5,4,0,1,100,0,1
255,5,4,4,2,100,100,2
304,5,4,4,2,100,100,2
240,5,4,0,1,100,0,1
290,5,4,0,1,100,0,1
278,5,4,0,1,100,0,1
305,5,4,4,2,100,100,2
242,5,4,4,2,100,100,2
306,5,4,0,1,100,0,1
256,5,4,4,2,100,100,2
215,5,0,4,2,100,100,2
258,5,4,0,1,100,0,1
307,5,4,4,2,100,100,2
308,5,0,4,2,100,100,2
217,5,4,4,2,100,100,2
220,5,4,4,2,100,100,2
309,5,4,0,1,100,0,1
310,5,4,4,2,100,100,2
311,5,4,4,2,100,100,2
247,5,4,0,1,100,0,1
312,5,4,0,1,100,0,1
313,5,4,4,2,100,100,2
260,5,4,4,2,100,100,2
314,5,4,4,2,100,100,2
248,5,4,4,2,100,100,2
224,5,4,0,1,100,0,1
225,5,4,4,2,100,100,2
226,5,4,0,1,100,0,1
227,5,0,4,2,100,100,2
265,5,0,4,2,100,100,2
196,5,0,4,2,100,100,2
228,5,0,4,2,100,100,2
197,5,0,4,2,100,100,2
315,5,0,4,2,100,100,2
316,5,0,4,2,100,100,2
199,5,0,0,0,0,0,2
230,5,0,4,2,100,100,2
294,5,0,4,2,100,100,2
317,5,0,4,2,100,100,2
270,5,0,4,2,100,100,2
231,5,0,4,2,100,100,2
272,5,0,4,2,100,100,2
232,5,0,4,2,100,100,2
233,5,0,4,2,100,100,2
234,5,0,4,2,100,100,2
235,5,0,4,2,100,100,2
237,5,0,4,2,100,100,2
297,5,0,4,2,100,100,2
238,5,0,4,2,100,100,2
239,5,0,4,2,100,100,2
241,5,0,4,2,100,100,2
214,5,0,4,2,100,100,2
243,5,0,4,2,100,100,2
244,5,0,4,2,100,100,2
318,5,0,4,2,100,100,2
319,5,0,4,2,100,100,2
216,5,0,4,2,100,100,2
245,5,0,4,2,100,100,2
246,5,0,4,2,100,100,2
279,5,0,4,2,100,100,2
221,5,0,4,2,100,100,2
280,5,0,4,2,100,100,2
222,5,0,4,2,100,100,2
320,5,0,4,2,100,100,2
249,5,0,4,2,100,100,2
261,5,0,4,2,100,100,2
283,5,0,4,2,100,100,2
251,5,0,4,2,100,100,2
227,7,12,12,2,100,100,2
286,7,10,12,2,100,100,2
264,7,12,4,1,100,33,2
287,7,9,8,1,100,67,2
292,7,12,8,1,100,67,2
195,7,12,4,1,100,33,2
265,7,12,12,2,100,100,2
196,7,12,12,2,100,100,2
266,7,8,8,1,100,67,2
228,7,12,12,2,100,100,2
197,7,12,12,2,100,100,2
315,7,8,8,1,100,67,2
321,7,12,12,2,100,100,2
322,7,12,12,2,100,100,2
229,7,12,12,2,100,100,2
267,7,12,12,2,100,100,2
316,7,9,8,1,100,67,2
299,7,10,8,1,100,67,2
300,7,8,8,1,100,67,2
198,7,12,8,1,100,67,2
199,7,12,8,1,100,67,2
323,7,12,12,2,100,100,2
324,7,5,12,2,100,100,2
200,7,12,12,2,100,100,2
268,7,9,12,2,100,100,2
230,7,10,12,2,100,100,2
293,7,12,8,1,100,67,2
294,7,12,9,1,100,75,2
201,7,5,12,2,100,100,2
202,7,9,12,2,100,100,2
203,7,9,8,1,100,67,2
301,7,9,8,1,100,67,2
302,7,12,12,2,100,100,2
204,7,8,8,1,100,67,2
269,7,12,12,2,100,100,2
317,7,12,8,1,100,67,2
325,7,12,9,1,100,75,2
205,7,12,12,2,100,100,2
270,7,8,4,1,100,33,2
231,7,12,9,1,100,75,2
303,7,12,12,2,100,100,2
326,7,12,12,2,100,100,2
206,7,12,8,1,100,67,2
271,7,12,9,1,100,75,2
327,7,10,8,1,100,67,2
272,7,10,8,1,100,67,2
328,7,12,8,1,100,67,2
232,7,12,12,2,100,100,2
207,7,12,8,1,100,67,2
208,7,12,8,1,100,67,2
252,7,12,12,2,100,100,2
295,7,12,12,2,100,100,2
209,7,12,12,2,100,100,2
329,7,8,12,2,100,100,2
233,7,10,12,2,100,100,2
234,7,12,12,2,100,100,2
210,7,9,12,2,100,100,2
211,7,12,8,1,100,67,2
273,7,12,12,2,100,100,2
235,7,5,4,0,42,0,2
330,7,12,12,2,100,100,2
253,7,12,12,2,100,100,2
288,7,5,4,0,42,0,2
236,7,12,12,2,100,100,2
237,7,12,12,2,100,100,2
331,7,12,8,1,100,67,2
296,7,12,12,2,100,100,2
212,7,12,8,1,100,67,2
274,7,12,12,2,100,100,2
332,7,10,12,2,100,100,2
213,7,12,12,2,100,100,2
289,7,9,0,0,75,0,2
254,7,12,12,2,100,100,2
297,7,12,12,2,100,100,2
238,7,12,12,2,100,100,2
298,7,12,12,2,100,100,2
333,7,4,8,1,100,67,2
275,7,12,12,2,100,100,2
255,7,12,12,2,100,100,2
304,7,12,12,2,100,100,2
334,7,5,12,2,100,100,2
239,7,12,12,2,100,100,2
335,7,12,12,2,100,100,2
276,7,12,8,1,100,67,2
277,7,12,9,1,100,75,2
240,7,12,12,2,100,100,2
290,7,10,12,2,100,100,2
336,7,12,8,1,100,67,2
241,7,12,8,1,100,67,2
278,7,12,12,2,100,100,2
305,7,12,0,1,100,0,2
337,7,12,12,2,100,100,2
214,7,12,12,2,100,100,2
242,7,9,12,2,100,100,2
243,7,12,12,2,100,100,2
244,7,12,12,2,100,100,2
318,7,8,12,2,100,100,2
306,7,12,12,2,100,100,2
256,7,12,8,1,100,67,2
257,7,12,12,2,100,100,2
338,7,12,12,2,100,100,2
215,7,12,12,2,100,100,2
339,7,12,12,2,100,100,2
340,7,12,12,2,100,100,2
258,7,12,12,2,100,100,2
341,7,12,12,2,100,100,2
307,7,12,12,2,100,100,2
319,7,12,12,2,100,100,2
216,7,12,9,1,100,75,2
308,7,10,9,1,100,75,2
245,7,12,12,2,100,100,2
246,7,8,12,2,100,100,2
217,7,12,8,1,100,67,2
