,std_ID,cs_ID,cg_ID,semestre,moyenne,grade,grade_ECTS,lieu,time_id
479,48,12,3,S2,10.0,atteint,A,Nantes,0
480,48,13,3,S1,10.0,atteint,C,Nantes,1
481,48,14,3,S2,12.5,au dessus,B,Nantes,0
482,49,0,0,S2,10.0,atteint,B,Nantes,0
483,49,1,0,S2,10.0,atteint,B,Nantes,0
484,49,3,1,S2,10.0,atteint,B,Nantes,0
485,49,9,3,S1,6.667000000000001,en dessous,F,Nantes,1
486,49,10,3,S2,10.0,atteint,C,Nantes,0
487,49,11,3,S1,6.667000000000001,en dessous,F,Nantes,1
488,49,12,3,S2,10.0,atteint,A,Nantes,0
489,49,13,3,S1,10.0,atteint,C,Nantes,1
490,49,14,3,S2,10.0,atteint,C,Nantes,0
491,50,0,0,S2,10.0,atteint,B,Nantes,0
492,50,1,0,S2,10.0,atteint,B,Nantes,0
493,50,3,1,S2,10.0,atteint,B,Nantes,0
494,50,9,3,S1,6.667000000000001,en dessous,F,Nantes,1
495,50,10,3,S2,12.5,au dessus,B,Nantes,0
496,50,11,3,S1,3.333,en dessous,F,Nantes,1
497,50,12,3,S2,20.0,au dessus,A,Nantes,0
498,50,13,3,S1,0.0,en dessous,F,Nantes,1
499,50,14,3,S2,12.5,au dessus,B,Nantes,0
500,51,0,0,S2,10.0,atteint,B,Nantes,0
501,51,1,0,S2,0.0,en dessous,F,Nantes,0
502,51,3,1,S2,10.0,atteint,B,Nantes,0
503,51,5,1,S2,0.0,en dessous,F,Nantes,0
504,51,9,3,S1,10.0,atteint,C,Nantes,1
505,51,10,3,S2,5.0,en dessous,F,Nantes,0
506,51,11,3,S1,3.333,en dessous,F,Nantes,1
507,51,12,3,S2,0.0,en dessous,F,Nantes,0
508,51,13,3,S1,0.0,en dessous,F,Nantes,1
509,51,14,3,S2,5.0,en dessous,F,Nantes,0
510,52,0,0,S2,10.0,atteint,B,Nantes,0
511,52,1,0,S2,10.0,atteint,B,Nantes,0
512,52,3,1,S2,10.0,atteint,B,Nantes,0
513,52,9,3,S1,16.667,au dessus,A,Nantes,1
514,52,10,3,S2,7.5,en dessous,F,Nantes,0
515,52,11,3,S1,10.0,atteint,C,Nantes,1
516,52,12,3,S2,10.0,atteint,A,Nantes,0
517,52,13,3,S1,10.0,atteint,C,Nantes,1
518,52,14,3,S2,15.0,au dessus,A,Nantes,0
519,53,0,0,S2,20.0,au dessus,A,Nantes,0
520,53,1,0,S2,10.0,atteint,B,Nantes,0
521,53,3,1,S2,10.0,atteint,B,Nantes,0
522,53,9,3,S1,10.0,atteint,C,Nantes,1
523,53,10,3,S2,7.5,en dessous,F,Nantes,0
524,53,11,3,S1,3.333,en dessous,F,Nantes,1
525,53,12,3,S2,10.0,atteint,A,Nantes,0
526,53,13,3,S1,0.0,en dessous,F,Nantes,1
527,53,14,3,S2,12.5,au dessus,B,Nantes,0
528,54,0,0,S2,10.0,atteint,B,Nantes,0
529,54,1,0,S2,10.0,atteint,B,Nantes,0
530,54,3,1,S2,10.0,atteint,B,Nantes,0
531,54,4,1,S1,20.0,au dessus,A,Nantes,1
532,54,5,1,S2,0.0,en dessous,F,Nantes,0
533,54,9,3,S1,13.333,au dessus,B,Nantes,1
534,54,10,3,S2,7.5,en dessous,F,Nantes,0
535,54,11,3,S1,6.667000000000001,en dessous,F,Nantes,1
536,54,12,3,S2,10.0,atteint,A,Nantes,0
537,54,13,3,S1,10.0,atteint,C,Nantes,1
538,54,14,3,S2,12.5,au dessus,B,Nantes,0
539,55,0,0,S2,10.0,atteint,B,Nantes,0
540,55,1,0,S2,10.0,atteint,B,Nantes,0
541,55,3,1,S2,10.0,atteint,B,Nantes,0
542,55,9,3,S1,20.0,au dessus,A,Nantes,1
543,55,10,3,S2,12.5,au dessus,B,Nantes,0
544,55,11,3,S1,20.0,au dessus,A,Nantes,1
545,55,12,3,S2,10.0,atteint,A,Nantes,0
546,55,13,3,S1,20.0,au dessus,A,Nantes,1
547,55,14,3,S2,12.5,au dessus,B,Nantes,0
548,56,0,0,S2,10.0,atteint,B,Nantes,0
549,56,1,0,S2,10.0,atteint,B,Nantes,0
550,56,3,1,S2,10.0,atteint,B,Nantes,0
551,56,9,3,S1,10.0,atteint,C,Nantes,1
552,56,10,3,S2,10.0,atteint,C,Nantes,0
553,56,11,3,S1,10.0,atteint,C,Nantes,1
554,56,12,3,S2,10.0,atteint,A,Nantes,0
555,56,13,3,S1,10.0,atteint,C,Nantes,1
556,56,14,3,S2,10.0,atteint,C,Nantes,0
557,57,0,0,S2,10.0,atteint,B,Nantes,0
558,57,1,0,S2,10.0,atteint,B,Nantes,0
559,57,3,1,S2,10.0,atteint,B,Nantes,0
560,57,5,1,S2,0.0,en dessous,F,Nantes,0
561,57,9,3,S1,13.333,au dessus,B,Nantes,1
562,57,10,3,S2,10.0,atteint,C,Nantes,0
563,57,11,3,S1,10.0,atteint,C,Nantes,1
564,57,12,3,S2,10.0,atteint,A,Nantes,0
565,57,13,3,S1,10.0,atteint,C,Nantes,1
566,57,14,3,S2,12.5,au dessus,B,Nantes,0
567,58,0,0,S2,10.0,atteint,B,Nantes,0
568,58,1,0,S2,10.0,atteint,B,Nantes,0
569,58,3,1,S2,0.0,en dessous,F,Nantes,0
570,58,4,1,S1,0.0,en dessous,F,Nantes,1
571,58,5,1,S2,0.0,en dessous,F,Nantes,0
572,58,9,3,S1,10.0,atteint,C,Nantes,1
573,58,10,3,S2,10.0,atteint,C,Nantes,0
574,58,11,3,S1,6.667000000000001,en dessous,F,Nantes,1
575,58,12,3,S2,10.0,atteint,A,Nantes,0
576,58,13,3,S1,0.0,en dessous,F,Nantes,1
577,58,14,3,S2,12.5,au dessus,B,Nantes,0
578,59,0,0,S2,10.0,atteint,B,Nantes,0
579,59,1,0,S2,20.0,au dessus,A,Nantes,0
580,59,3,1,S2,20.0,au dessus,A,Nantes,0
581,59,9,3,S1,13.333,au dessus,B,Nantes,1
582,59,10,3,S2,7.5,en dessous,F,Nantes,0
583,59,11,3,S1,13.333,au dessus,B,Nantes,1
584,59,12,3,S2,10.0,atteint,A,Nantes,0
585,59,13,3,S1,10.0,atteint,C,Nantes,1
586,59,14,3,S2,10.0,atteint,C,Nantes,0
587,60,0,0,S2,10.0,atteint,B,Nantes,0
588,60,1,0,S2,10.0,atteint,B,Nantes,0
589,60,3,1,S2,10.0,atteint,B,Nantes,0
590,60,9,3,S1,13.333,au dessus,B,Nantes,1
591,60,10,3,S2,15.0,au dessus,A,Nantes,0
592,60,11,3,S1,13.333,au dessus,B,Nantes,1
593,60,12,3,S2,10.0,atteint,A,Nantes,0
594,60,13,3,S1,10.0,atteint,C,Nantes,1
595,60,14,3,S2,12.5,au dessus,B,Nantes,0
596,61,0,0,S2,10.0,atteint,B,Nantes,0
597,61,1,0,S2,10.0,atteint,B,Nantes,0
598,61,3,1,S2,10.0,atteint,B,Nantes,0
599,61,7,2,S1,20.0,au dessus,A,Nantes,1
600,61,9,3,S1,10.0,atteint,C,Nantes,1
601,61,10,3,S2,10.0,atteint,C,Nantes,0
602,61,11,3,S1,3.333,en dessous,F,Nantes,1
603,61,12,3,S2,10.0,atteint,A,Nantes,0
604,61,13,3,S1,0.0,en dessous,F,Nantes,1
605,61,14,3,S2,10.0,atteint,C,Nantes,0
606,62,0,0,S2,20.0,au dessus,A,Nantes,0
607,62,1,0,S2,20.0,au dessus,A,Nantes,0
608,62,3,1,S2,20.0,au dessus,A,Nantes,0
609,62,6,2,S2,20.0,au dessus,B,Nantes,0
610,62,9,3,S1,13.333,au dessus,B,Nantes,1
611,62,10,3,S2,12.5,au dessus,B,Nantes,0
612,62,11,3,S1,6.667000000000001,en dessous,F,Nantes,1
613,62,12,3,S2,10.0,atteint,A,Nantes,0
614,62,13,3,S1,20.0,au dessus,A,Nantes,1
615,62,14,3,S2,15.0,au dessus,A,Nantes,0
616,63,0,0,S2,20.0,au dessus,A,Nantes,0
617,63,1,0,S2,10.0,atteint,B,Nantes,0
618,63,3,1,S2,15.0,au dessus,B,Nantes,0
619,63,9,3,S1,16.667,au dessus,A,Nantes,1
620,63,10,3,S2,12.5,au dessus,B,Nantes,0
621,63,11,3,S1,13.333,au dessus,B,Nantes,1
622,63,12,3,S2,10.0,atteint,A,Nantes,0
623,63,13,3,S1,20.0,au dessus,A,Nantes,1
624,63,14,3,S2,15.0,au dessus,A,Nantes,0
625,64,0,0,S2,20.0,au dessus,A,Nantes,0
626,64,1,0,S2,10.0,atteint,B,Nantes,0
627,64,3,1,S2,10.0,atteint,B,Nantes,0
628,64,6,2,S2,20.0,au dessus,B,Nantes,0
629,64,9,3,S1,10.0,atteint,C,Nantes,1
630,64,10,3,S2,7.5,en dessous,F,Nantes,0
631,64,11,3,S1,3.333,en dessous,F,Nantes,1
632,64,12,3,S2,10.0,atteint,A,Nantes,0
633,64,13,3,S1,0.0,en dessous,F,Nantes,1
634,64,14,3,S2,15.0,au dessus,A,Nantes,0
635,65,0,0,S2,0.0,en dessous,F,Nantes,0
636,65,1,0,S2,10.0,atteint,B,Nantes,0
637,65,3,1,S2,10.0,atteint,B,Nantes,0
638,65,9,3,S1,6.667000000000001,en dessous,F,Nantes,1
639,65,10,3,S2,12.5,au dessus,B,Nantes,0
640,65,11,3,S1,6.667000000000001,en dessous,F,Nantes,1
641,65,12,3,S2,10.0,atteint,A,Nantes,0
642,65,13,3,S1,0.0,en dessous,F,Nantes,1
643,65,14,3,S2,10.0,atteint,C,Nantes,0
644,66,0,0,S2,10.0,atteint,B,Nantes,0
645,66,1,0,S2,10.0,atteint,B,Nantes,0
646,66,3,1,S2,10.0,atteint,B,Nantes,0
647,66,5,1,S2,0.0,en dessous,F,Nantes,0
648,66,9,3,S1,13.333,au dessus,B,Nantes,1
649,66,10,3,S2,10.0,atteint,C,Nantes,0
650,66,11,3,S1,13.333,au dessus,B,Nantes,1
651,66,12,3,S2,10.0,atteint,A,Nantes,0
652,66,13,3,S1,20.0,au dessus,A,Nantes,1
653,66,14,3,S2,12.5,au dessus,B,Nantes,0
654,67,0,0,S2,10.0,atteint,B,Nantes,0
655,67,1,0,S2,10.0,atteint,B,Nantes,0
656,67,3,1,S2,10.0,atteint,B,Nantes,0
657,67,9,3,S1,10.0,atteint,C,Nantes,1
658,67,10,3,S2,12.5,au dessus,B,Nantes,0
659,67,11,3,S1,6.667000000000001,en dessous,F,Nantes,1
660,67,12,3,S2,10.0,atteint,A,Nantes,0
661,67,13,3,S1,10.0,atteint,C,Nantes,1
662,67,14,3,S2,7.5,en dessous,F,Nantes,0
663,68,0,0,S2,10.0,atteint,B,Nantes,0
664,68,1,0,S2,10.0,atteint,B,Nantes,0
665,68,3,1,S2,15.0,au dessus,B,Nantes,0
666,68,4,1,S1,0.0,en dessous,F,Nantes,1
667,68,5,1,S2,0.0,en dessous,F,Nantes,0
668,68,9,3,S1,10.0,atteint,C,Nantes,1
669,68,10,3,S2,12.5,au dessus,B,Nantes,0
670,68,11,3,S1,13.333,au dessus,B,Nantes,1
671,68,12,3,S2,10.0,atteint,A,Nantes,0
672,68,13,3,S1,20.0,au dessus,A,Nantes,1
673,68,14,3,S2,12.5,au dessus,B,Nantes,0
674,69,0,0,S2,10.0,atteint,B,Nantes,0
675,69,1,0,S2,10.0,atteint,B,Nantes,0
676,69,3,1,S2,10.0,atteint,B,Nantes,0
677,69,9,3,S1,0.0,en dessous,F,Nantes,1
678,69,10,3,S2,12.5,au dessus,B,Nantes,0
679,69,11,3,S1,3.333,en dessous,F,Nantes,1
680,69,12,3,S2,10.0,atteint,A,Nantes,0
681,69,13,3,S1,0.0,en dessous,F,Nantes,1
682,69,14,3,S2,10.0,atteint,C,Nantes,0
683,70,0,0,S2,20.0,au dessus,A,Nantes,0
684,70,1,0,S2,10.0,atteint,B,Nantes,0
685,70,3,1,S2,20.0,au dessus,A,Nantes,0
686,70,6,2,S2,20.0,au dessus,B,Nantes,0
687,70,7,2,S2,20.0,au dessus,A,Nantes,0
688,70,9,3,S1,16.667,au dessus,A,Nantes,1
689,70,10,3,S2,17.5,au dessus,A,Nantes,0
690,70,11,3,S1,20.0,au dessus,A,Nantes,1
691,70,12,3,S2,10.0,atteint,A,Nantes,0
692,70,13,3,S1,20.0,au dessus,A,Nantes,1
693,70,14,3,S2,15.0,au dessus,A,Nantes,0
694,71,0,0,S2,20.0,au dessus,A,Nantes,0
695,71,1,0,S2,10.0,atteint,B,Nantes,0
696,71,2,1,S1,0.0,en dessous,F,Nantes,1
697,71,3,1,S2,10.0,atteint,B,Nantes,0
698,71,5,1,S2,0.0,en dessous,F,Nantes,0
699,71,9,3,S1,13.333,au dessus,B,Nantes,1
700,71,10,3,S2,10.0,atteint,C,Nantes,0
701,71,11,3,S1,10.0,atteint,C,Nantes,1
702,71,12,3,S2,0.0,en dessous,F,Nantes,0
703,71,13,3,S1,10.0,atteint,C,Nantes,1
704,71,14,3,S2,7.5,en dessous,F,Nantes,0
705,72,0,0,S2,10.0,atteint,B,Nantes,0
706,72,1,0,S2,10.0,atteint,B,Nantes,0
707,72,3,1,S2,10.0,atteint,B,Nantes,0
708,72,9,3,S1,6.667000000000001,en dessous,F,Nantes,1
709,72,10,3,S2,5.0,en dessous,F,Nantes,0
710,72,11,3,S1,6.667000000000001,en dessous,F,Nantes,1
711,72,12,3,S2,10.0,atteint,A,Nantes,0
712,72,13,3,S1,0.0,en dessous,F,Nantes,1
713,72,14,3,S2,7.5,en dessous,F,Nantes,0
714,73,0,0,S2,10.0,atteint,B,Nantes,0
715,73,1,0,S2,10.0,atteint,B,Nantes,0
716,73,3,1,S2,10.0,atteint,B,Nantes,0
717,73,9,3,S1,10.0,atteint,C,Nantes,1
718,73,10,3,S2,7.5,en dessous,F,Nantes,0
719,73,11,3,S1,10.0,atteint,C,Nantes,1
720,73,12,3,S2,10.0,atteint,A,Nantes,0
721,73,13,3,S1,10.0,atteint,C,Nantes,1
722,73,14,3,S2,10.0,atteint,C,Nantes,0
723,74,0,0,S2,10.0,atteint,B,Nantes,0
724,74,1,0,S2,10.0,atteint,B,Nantes,0
725,74,3,1,S2,10.0,atteint,B,Nantes,0
726,74,5,1,S2,0.0,en dessous,F,Nantes,0
727,74,9,3,S1,16.667,au dessus,A,Nantes,1
728,74,10,3,S2,12.5,au dessus,B,Nantes,0
729,74,11,3,S1,13.333,au dessus,B,Nantes,1
730,74,12,3,S2,10.0,atteint,A,Nantes,0
731,74,13,3,S1,20.0,au dessus,A,Nantes,1
732,74,14,3,S2,12.5,au dessus,B,Nantes,0
733,75,0,0,S2,10.0,atteint,B,Nantes,0
734,75,1,0,S2,10.0,atteint,B,Nantes,0
735,75,3,1,S2,10.0,atteint,B,Nantes,0
736,75,9,3,S1,6.667000000000001,en dessous,F,Nantes,1
737,75,10,3,S2,15.0,au dessus,A,Nantes,0
738,75,11,3,S1,3.333,en dessous,F,Nantes,1
739,75,12,3,S2,10.0,atteint,A,Nantes,0
740,75,13,3,S1,0.0,en dessous,F,Nantes,1
741,75,14,3,S2,7.5,en dessous,F,Nantes,0
742,76,0,0,S2,10.0,atteint,B,Nantes,0
743,76,1,0,S2,10.0,atteint,B,Nantes,0
744,76,3,1,S2,10.0,atteint,B,Nantes,0
745,76,9,3,S1,10.0,atteint,C,Nantes,1
746,76,10,3,S2,7.5,en dessous,F,Nantes,0
747,76,11,3,S1,3.333,en dessous,F,Nantes,1
748,76,12,3,S2,10.0,atteint,A,Nantes,0
749,76,13,3,S1,0.0,en dessous,F,Nantes,1
750,76,14,3,S2,12.5,au dessus,B,Nantes,0
751,77,0,0,S2,10.0,atteint,B,Nantes,0
752,77,1,0,S2,10.0,atteint,B,Nantes,0
753,77,3,1,S2,10.0,atteint,B,Nantes,0
754,77,9,3,S1,13.333,au dessus,B,Nantes,1
755,77,10,3,S2,7.5,en dessous,F,Nantes,0
756,77,11,3,S1,10.0,atteint,C,Nantes,1
757,77,12,3,S2,10.0,atteint,A,Nantes,0
758,77,13,3,S1,10.0,atteint,C,Nantes,1
759,77,14,3,S2,10.0,atteint,C,Nantes,0
760,78,0,0,S2,10.0,atteint,B,Nantes,0
761,78,1,0,S2,10.0,atteint,B,Nantes,0
762,78,3,1,S2,15.0,au dessus,B,Nantes,0
763,78,6,2,S2,20.0,au dessus,B,Nantes,0
764,78,9,3,S1,6.667000000000001,en dessous,F,Nantes,1
765,78,10,3,S2,10.0,atteint,C,Nantes,0
766,78,11,3,S1,10.0,atteint,C,Nantes,1
767,78,12,3,S2,10.0,atteint,A,Nantes,0
768,78,13,3,S1,10.0,atteint,C,Nantes,1
769,78,14,3,S2,12.5,au dessus,B,Nantes,0
770,79,0,0,S2,20.0,au dessus,A,Nantes,0
771,79,1,0,S2,10.0,atteint,B,Nantes,0
772,79,3,1,S2,20.0,au dessus,A,Nantes,0
773,79,9,3,S1,13.333,au dessus,B,Nantes,1
774,79,10,3,S2,15.0,au dessus,A,Nantes,0
775,79,11,3,S1,10.0,atteint,C,Nantes,1
776,79,12,3,S2,10.0,atteint,A,Nantes,0
777,79,13,3,S1,20.0,au dessus,A,Nantes,1
778,79,14,3,S2,12.5,au dessus,B,Nantes,0
779,80,0,0,S2,20.0,au dessus,A,Nantes,0
780,80,1,0,S2,10.0,atteint,B,Nantes,0
781,80,3,1,S2,20.0,au dessus,A,Nantes,0
782,80,9,3,S1,13.333,au dessus,B,Nantes,1
783,80,10,3,S2,15.0,au dessus,A,Nantes,0
784,80,11,3,S1,10.0,atteint,C,Nantes,1
785,80,12,3,S2,10.0,atteint,A,Nantes,0
786,80,13,3,S1,10.0,atteint,C,Nantes,1
787,80,14,3,S2,15.0,au dessus,A,Nantes,0
788,81,0,0,S2,10.0,atteint,B,Nantes,0
789,81,1,0,S2,10.0,atteint,B,Nantes,0
790,81,3,1,S2,10.0,atteint,B,Nantes,0
791,81,9,3,S1,6.667000000000001,en dessous,F,Nantes,1
792,81,10,3,S2,10.0,atteint,C,Nantes,0
793,81,11,3,S1,6.667000000000001,en dessous,F,Nantes,1
794,81,12,3,S2,10.0,atteint,A,Nantes,0
795,81,13,3,S1,10.0,atteint,C,Nantes,1
796,81,14,3,S2,10.0,atteint,C,Nantes,0
797,82,0,0,S2,10.0,atteint,B,Nantes,0
798,82,1,0,S2,10.0,atteint,B,Nantes,0
799,82,3,1,S2,10.0,atteint,B,Nantes,0
800,82,5,1,S2,0.0,en dessous,F,Nantes,0
801,82,9,3,S1,6.667000000000001,en dessous,F,Nantes,1
802,82,10,3,S2,10.0,atteint,C,Nantes,0
803,82,11,3,S1,10.0,atteint,C,Nantes,1
804,82,12,3,S2,10.0,atteint,A,Nantes,0
805,82,13,3,S1,0.0,en dessous,F,Nantes,1
806,82,14,3,S2,10.0,atteint,C,Nantes,0
807,83,0,0,S2,10.0,atteint,B,Nantes,0
808,83,1,0,S2,10.0,atteint,B,Nantes,0
809,83,3,1,S2,20.0,au dessus,A,Nantes,0
810,83,9,3,S1,10.0,atteint,C,Nantes,1
811,83,10,3,S2,5.0,en dessous,F,Nantes,0
812,83,11,3,S1,16.667,au dessus,A,Nantes,1
813,83,12,3,S2,0.0,en dessous,F,Nantes,0
814,83,13,3,S1,20.0,au dessus,A,Nantes,1
815,83,14,3,S2,10.0,atteint,C,Nantes,0
816,84,0,0,S2,20.0,au dessus,A,Nantes,0
817,84,1,0,S2,20.0,au dessus,A,Nantes,0
818,84,3,1,S2,20.0,au dessus,A,Nantes,0
819,84,9,3,S1,13.333,au dessus,B,Nantes,1
820,84,10,3,S2,7.5,en dessous,F,Nantes,0
821,84,11,3,S1,6.667000000000001,en dessous,F,Nantes,1
822,84,12,3,S2,10.0,atteint,A,Nantes,0
823,84,13,3,S1,0.0,en dessous,F,Nantes,1
824,84,14,3,S2,10.0,atteint,C,Nantes,0
825,85,0,0,S2,10.0,atteint,B,Nantes,0
826,85,1,0,S2,10.0,atteint,B,Nantes,0
827,85,3,1,S2,10.0,atteint,B,Nantes,0
828,85,9,3,S1,13.333,au dessus,B,Nantes,1
829,85,10,3,S2,12.5,au dessus,B,Nantes,0
830,85,11,3,S1,6.667000000000001,en dessous,F,Nantes,1
831,85,12,3,S2,10.0,atteint,A,Nantes,0
832,85,13,3,S1,10.0,atteint,C,Nantes,1
833,85,14,3,S2,12.5,au dessus,B,Nantes,0
834,86,0,0,S2,10.0,atteint,B,Nantes,0
835,86,1,0,S2,10.0,atteint,B,Nantes,0
836,86,3,1,S2,10.0,atteint,B,Nantes,0
837,86,9,3,S1,10.0,atteint,C,Nantes,1
838,86,10,3,S2,12.5,au dessus,B,Nantes,0
839,86,11,3,S1,6.667000000000001,en dessous,F,Nantes,1
840,86,12,3,S2,10.0,atteint,A,Nantes,0
841,86,13,3,S1,10.0,atteint,C,Nantes,1
842,86,14,3,S2,12.5,au dessus,B,Nantes,0
843,87,0,0,S2,10.0,atteint,B,Nantes,0
844,87,1,0,S2,10.0,atteint,B,Nantes,0
845,87,3,1,S2,10.0,atteint,B,Nantes,0
846,87,8,2,S2,20.0,au dessus,A,Nantes,0
847,87,9,3,S1,16.667,au dessus,A,Nantes,1
848,87,10,3,S2,12.5,au dessus,B,Nantes,0
849,87,11,3,S1,10.0,atteint,C,Nantes,1
850,87,12,3,S2,10.0,atteint,A,Nantes,0
851,87,13,3,S1,10.0,atteint,C,Nantes,1
852,87,14,3,S2,12.5,au dessus,B,Nantes,0
853,88,0,0,S2,10.0,atteint,B,Nantes,0
854,88,1,0,S2,10.0,atteint,B,Nantes,0
855,88,3,1,S2,10.0,atteint,B,Nantes,0
856,88,5,1,S2,0.0,en dessous,F,Nantes,0
857,88,9,3,S1,10.0,atteint,C,Nantes,1
858,88,10,3,S2,10.0,atteint,C,Nantes,0
859,88,11,3,S1,15.0,au dessus,B,Nantes,1
860,88,12,3,S2,10.0,atteint,A,Nantes,0
861,88,13,3,S1,10.0,atteint,C,Nantes,1
862,88,14,3,S2,10.0,atteint,C,Nantes,0
863,89,0,0,S2,10.0,atteint,B,Nantes,0
864,89,1,0,S2,10.0,atteint,B,Nantes,0
865,89,3,1,S2,10.0,atteint,B,Nantes,0
866,89,9,3,S1,6.667000000000001,en dessous,F,Nantes,1
867,89,10,3,S2,5.0,en dessous,F,Nantes,0
868,89,11,3,S1,10.0,atteint,C,Nantes,1
869,89,12,3,S2,10.0,atteint,A,Nantes,0
870,89,13,3,S1,0.0,en dessous,F,Nantes,1
871,89,14,3,S2,7.5,en dessous,F,Nantes,0
872,90,0,0,S2,10.0,atteint,B,Nantes,0
873,90,1,0,S2,10.0,atteint,B,Nantes,0
874,90,3,1,S2,20.0,au dessus,A,Nantes,0
875,90,9,3,S1,10.0,atteint,C,Nantes,1
876,90,10,3,S2,10.0,atteint,C,Nantes,0
877,90,11,3,S1,3.333,en dessous,F,Nantes,1
878,90,12,3,S2,10.0,atteint,A,Nantes,0
879,90,13,3,S1,0.0,en dessous,F,Nantes,1
880,90,14,3,S2,10.0,atteint,C,Nantes,0
881,91,0,0,S2,10.0,atteint,B,Nantes,0
882,91,1,0,S2,10.0,atteint,B,Nantes,0
883,91,3,1,S2,10.0,atteint,B,Nantes,0
884,91,5,1,S2,0.0,en dessous,F,Nantes,0
885,91,9,3,S1,10.0,atteint,C,Nantes,1
886,91,10,3,S2,2.5,en dessous,F,Nantes,0
887,91,11,3,S1,6.667000000000001,en dessous,F,Nantes,1
888,91,12,3,S2,10.0,atteint,A,Nantes,0
889,91,13,3,S1,10.0,atteint,C,Nantes,1
890,91,14,3,S2,7.5,en dessous,F,Nantes,0
891,92,0,0,S2,10.0,atteint,B,Nantes,0
892,92,1,0,S2,10.0,atteint,B,Nantes,0
893,92,3,1,S2,15.0,au dessus,B,Nantes,0
894,92,9,3,S1,6.667000000000001,en dessous,F,Nantes,1
895,92,10,3,S2,10.0,atteint,C,Nantes,0
896,92,11,3,S1,6.667000000000001,en dessous,F,Nantes,1
897,92,12,3,S2,10.0,atteint,A,Nantes,0
898,92,13,3,S1,10.0,atteint,C,Nantes,1
899,92,14,3,S2,12.5,au dessus,B,Nantes,0
900,93,0,0,S2,10.0,atteint,B,Nantes,0
901,93,1,0,S2,10.0,atteint,B,Nantes,0
902,93,3,1,S2,10.0,atteint,B,Nantes,0
903,93,9,3,S1,13.333,au dessus,B,Nantes,1
904,93,10,3,S2,10.0,atteint,C,Nantes,0
905,93,11,3,S1,13.333,au dessus,B,Nantes,1
906,93,12,3,S2,10.0,atteint,A,Nantes,0
907,93,13,3,S1,10.0,atteint,C,Nantes,1
908,93,14,3,S2,10.0,atteint,C,Nantes,0
909,94,0,0,S2,20.0,au dessus,A,Nantes,0
910,94,1,0,S2,20.0,au dessus,A,Nantes,0
911,94,3,1,S2,20.0,au dessus,A,Nantes,0
912,94,9,3,S1,13.333,au dessus,B,Nantes,1
913,94,10,3,S2,15.0,au dessus,A,Nantes,0
914,94,11,3,S1,20.0,au dessus,A,Nantes,1
915,94,12,3,S2,20.0,au dessus,A,Nantes,0
916,94,13,3,S1,20.0,au dessus,A,Nantes,1
917,94,14,3,S2,17.5,au dessus,A,Nantes,0
918,95,0,0,S2,10.0,atteint,B,Nantes,0
919,95,1,0,S2,10.0,atteint,B,Nantes,0
920,95,3,1,S2,10.0,atteint,B,Nantes,0
921,95,5,1,S2,0.0,en dessous,F,Nantes,0
922,95,9,3,S1,6.667000000000001,en dessous,F,Nantes,1
923,95,10,3,S2,7.5,en dessous,F,Nantes,0
924,95,11,3,S1,3.333,en dessous,F,Nantes,1
925,95,12,3,S2,10.0,atteint,A,Nantes,0
926,95,13,3,S1,0.0,en dessous,F,Nantes,1
927,95,14,3,S2,10.0,atteint,C,Nantes,0
928,96,0,0,S2,10.0,atteint,B,Nantes,0
929,96,1,0,S2,10.0,atteint,B,Nantes,0
930,96,2,1,S1,20.0,au dessus,A,Nantes,1
931,96,3,1,S2,10.0,atteint,B,Nantes,0
932,96,7,2,S1,20.0,au dessus,A,Nantes,1
933,96,9,3,S1,13.333,au dessus,B,Nantes,1
934,96,10,3,S2,10.0,atteint,C,Nantes,0
935,96,11,3,S1,3.333,en dessous,F,Nantes,1
936,96,12,3,S2,10.0,atteint,A,Nantes,0
937,96,13,3,S1,0.0,en dessous,F,Nantes,1
938,96,14,3,S2,10.0,atteint,C,Nantes,0
939,97,0,0,S2,10.0,atteint,B,Nantes,0
940,97,1,0,S2,10.0,atteint,B,Nantes,0
941,97,3,1,S2,10.0,atteint,B,Nantes,0
942,97,5,1,S2,0.0,en dessous,F,Nantes,0
943,97,7,2,S1,20.0,au dessus,A,Nantes,1
944,97,9,3,S1,16.667,au dessus,A,Nantes,1
945,97,10,3,S2,15.0,au dessus,A,Nantes,0
946,97,11,3,S1,16.667,au dessus,A,Nantes,1
947,97,12,3,S2,10.0,atteint,A,Nantes,0
948,97,13,3,S1,10.0,atteint,C,Nantes,1
949,97,14,3,S2,10.0,atteint,C,Nantes,0
950,98,0,0,S2,10.0,atteint,B,Nantes,0
951,98,1,0,S2,10.0,atteint,B,Nantes,0
952,98,2,1,S1,20.0,au dessus,A,Nantes,1
953,98,3,1,S2,10.0,atteint,B,Nantes,0
954,98,7,2,S1,20.0,au dessus,A,Nantes,1
955,98,9,3,S1,10.0,atteint,C,Nantes,1
956,98,10,3,S2,7.5,en dessous,F,Nantes,0
957,98,11,3,S1,13.333,au dessus,B,Nantes,1
958,98,12,3,S2,20.0,au dessus,A,Nantes,0
959,98,13,3,S1,10.0,atteint,C,Nantes,1
960,98,14,3,S2,12.5,au dessus,B,Nantes,0
961,99,0,0,S2,10.0,atteint,B,Nantes,0
962,99,1,0,S2,10.0,atteint,B,Nantes,0
963,99,2,1,S1,20.0,au dessus,A,Nantes,1
964,99,3,1,S2,10.0,atteint,B,Nantes,0
